Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Qualitative application languages for knowledge acquisition","Artificial Intelligence Review","","4","3","10.1007/BF00140675","Stuart H. Rubin","1990","http://link.springer.com/article/10.1007/BF00140675","Article"
"2-D EAG method for the recognition of hand-printed Chinese characters","Journal of Computer Science and Technology","","5","4","10.1007/BF02945284","Ming Zhao","1990","http://link.springer.com/article/10.1007/BF02945284","Article"
"Computer proofs in Group Theory","Journal of Automated Reasoning","","6","3","10.1007/BF00244488","Yuan Yu","1990","http://link.springer.com/article/10.1007/BF00244488","Article"
"The problem of finding a semantic strategy for focusing inference rules","Journal of Automated Reasoning","","6","3","10.1007/BF00244492","Larry Wos","1990","http://link.springer.com/article/10.1007/BF00244492","Article"
"An interval computational method for approximating controllability sets","Computing","","44","1","10.1007/BF02247963","P. BurgmeierK. -U. JahnA. G. Plochov","1990","http://link.springer.com/article/10.1007/BF02247963","Article"
"Global stability analysis of the Runge-Kutta methods for volterra integral and integro-differential equations with degenerate kernels","Computing","","45","4","10.1007/BF02238797","M. R. CrisciZ. JackiewiczE. RussoA. Vecchio","1990","http://link.springer.com/article/10.1007/BF02238797","Article"
"Straight homogeneous generalized cylinders: Differential geometry and uniqueness results","International Journal of Computer Vision","","4","1","10.1007/BF00137444","Jean Ponce","1990","http://link.springer.com/article/10.1007/BF00137444","Article"
"Techniques for Bayesian analysis in expert systems","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531016","David J. SpiegelhalterSteffen L. Lauritzen","1990","http://link.springer.com/article/10.1007/BF01531016","Article"
"The programming language GCLA — A definitional approach to logic programming","New Generation Computing","","7","4","10.1007/BF03037453","Martin AronssonLars-Henrik ErikssonAnette GäredalLars HallnäsPeter Olin","1990","http://link.springer.com/article/10.1007/BF03037453","Article"
"A logic programming language based on the Andorra model","New Generation Computing","","7","2 - 3","10.1007/BF03037202","Seif Haridi","1990","http://link.springer.com/article/10.1007/BF03037202","Article"
"The problem of choosing between logic programming and general-purpose automated reasoning","Journal of Automated Reasoning","","6","1","10.1007/BF00302642","Larry Wos","1990","http://link.springer.com/article/10.1007/BF00302642","Article"
"Testability analysis at switch level for CMOS circuits","Journal of Computer Science and Technology","","5","2","10.1007/BF02943425","Li Shen","1990","http://link.springer.com/article/10.1007/BF02943425","Article"
"Improved techniques for ray tracing parametric surfaces","The Visual Computer","","6","3","10.1007/BF01911005","Daniel LischinskiJakob Gonczarowski","1990","http://link.springer.com/article/10.1007/BF01911005","Article"
"3D visualization of tomographic volume data using the generalized voxel model","The Visual Computer","","6","1","10.1007/BF01902627","Karl Heinz HöhneMichael BomansAndreas PommertMartin RiemerCarsten SchiersUlf TiedeGunnar Wiebecke","1990","http://link.springer.com/article/10.1007/BF01902627","Article"
"A scheme for the implementation of implicit Runge-Kutta methods","Computing","","45","4","10.1007/BF02238800","Dr. G. J. CooperR. Vignesvaran","1990","http://link.springer.com/article/10.1007/BF02238800","Article"
"A framework for command recovery in user interface","Journal of Computer Science and Technology","","5","3","10.1007/BF02945318","Haiying Wang","1990","http://link.springer.com/article/10.1007/BF02945318","Article"
"Corrigendum to “Order barriers for theB-convergence of row methods”","Computing","","45","1","10.1007/BF02250587","S. Scholz","1990","http://link.springer.com/article/10.1007/BF02250587","Article"
"Issues of non-determinism in PROLOG and the Committed Choice Non-Deterministic logic languages","Artificial Intelligence Review","","4","3","10.1007/BF00140677","R. TrehanP. F. Wilk","1990","http://link.springer.com/article/10.1007/BF00140677","Article"
"Height and gradient from shading","International Journal of Computer Vision","","5","1","10.1007/BF00056771","Berthold K. P. Horn","1990","http://link.springer.com/article/10.1007/BF00056771","Article"
"On the execution mechanisms of parallel graph reduction","Journal of Computer Science and Technology","","5","4","10.1007/BF02945286","Dingxing WangWeimin ZhengXiaoli DuYike Guo","1990","http://link.springer.com/article/10.1007/BF02945286","Article"
"Detection of and-parallelism in logic programs","Journal of Computer Science and Technology","","5","4","10.1007/BF02945290","Zhiyi HuangShouren Hu","1990","http://link.springer.com/article/10.1007/BF02945290","Article"
"Continuous extensions of Rosenbrock-type methods","Computing","","44","1","10.1007/BF02247965","Alexander Ostermann","1990","http://link.springer.com/article/10.1007/BF02247965","Article"
"Customizing verb definitions for specific semantic domains","Machine Translation","","5","1","10.1007/BF00310040","Martha Palmer","1990","http://link.springer.com/article/10.1007/BF00310040","Article"
"Coupling strategy for matching different methods in solving singularity problems","Computing","","45","4","10.1007/BF02238799","Z. C. LiT. D. Bui","1990","http://link.springer.com/article/10.1007/BF02238799","Article"
"Call for papers for ICCV'90","International Journal of Computer Vision","","4","1","10.1007/BF00137446","","1990","http://link.springer.com/article/10.1007/BF00137446","Article"
"Finding the likely behaviors of static continuous nonlinear systems","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531018","Alexander Yeh","1990","http://link.springer.com/article/10.1007/BF01531018","Article"
"A new external reference management and distributed unification for KL1","New Generation Computing","","7","2 - 3","10.1007/BF03037204","Nobuyuki IchiyoshiKazuaki RokusawaKatsuto NakajimaYu Inamura","1990","http://link.springer.com/article/10.1007/BF03037204","Article"
"Efficient traversal of well-behaved hierarchical trees of extents for ray-tracing complex scenes","The Visual Computer","","6","3","10.1007/BF01911007","Mark J. CharneyIsaac D. Scherson","1990","http://link.springer.com/article/10.1007/BF01911007","Article"
"Computer art forum","The Visual Computer","","6","1","10.1007/BF01902629","Nadia Magnenat-Thalmann","1990","http://link.springer.com/article/10.1007/BF01902629","Article"
"Solving the linear least squares problem with very high relative accuracy","Computing","","45","4","10.1007/BF02238802","J. GluchowskaA. Smoktunowicz","1990","http://link.springer.com/article/10.1007/BF02238802","Article"
"Negative Results for Equivalence Queries","Machine Learning","","5","2","10.1023/A:1022692615781","Dana Angluin","1990","http://link.springer.com/article/10.1023/A%3A1022692615781","Article"
"Publisher's announcement","Journal of Automated Reasoning","","6","4","10.1007/BF00244353","","1990","http://link.springer.com/article/10.1007/BF00244353","Article"
"Call for papers","Artificial Intelligence Review","","4","3","10.1007/BF00140679","","1990","http://link.springer.com/article/10.1007/BF00140679","Article"
"Integrability disambiguates surface recovery in two-image photometric stereo","International Journal of Computer Vision","","5","1","10.1007/BF00056773","Ruth OnnAlfred Bruckstein","1990","http://link.springer.com/article/10.1007/BF00056773","Article"
"Design and implementation of a heterogeneous distributed database system","Journal of Computer Science and Technology","","5","4","10.1007/BF02945288","Zhiquan JinChengfei LiuZhongxiu SunXiaofang ZhouPeipei ChenJianming Gu","1990","http://link.springer.com/article/10.1007/BF02945288","Article"
"Editorial","Artificial Intelligence Review","","4","1","10.1007/BF02221492","Colin Beardon","1990","http://link.springer.com/article/10.1007/BF02221492","Article"
"Aliasing errors in Parallel Signature Analyzers","Journal of Computer Science and Technology","","5","1","10.1007/BF02946561","Yinghua MinYashwant K. MalaiyaBoping Jin","1990","http://link.springer.com/article/10.1007/BF02946561","Article"
"An algorithm for solving nonlinear least-squares problems with a new curvilinear search","Computing","","44","1","10.1007/BF02247967","José Mario MartínezRita Filomena Santos","1990","http://link.springer.com/article/10.1007/BF02247967","Article"
"How to realize a concept: Lexical selection and the conceptual network in text generation","Machine Translation","","5","1","10.1007/BF00310042","Norman SondheimerSusanna CummingRobert Albano","1990","http://link.springer.com/article/10.1007/BF00310042","Article"
"Potentials, valleys, and dynamic global coverings","International Journal of Computer Vision","","5","3","10.1007/BF00126500","Chantal DavidSteven W. Zucker","1990","http://link.springer.com/article/10.1007/BF00126500","Article"
"A data-driven control strategy for grammar writing systems","Machine Translation","","4","4","10.1007/BF00713702","Loong Cheong Tong","1990","http://link.springer.com/article/10.1007/BF00713702","Article"
"CARMEL-2: A second generation VLSI architecture for Flat Concurrent Prolog","New Generation Computing","","7","2 - 3","10.1007/BF03037206","Arie HarsatRan Ginosar","1990","http://link.springer.com/article/10.1007/BF03037206","Article"
"Learning Nested Differences of Intersection-Closed Concept Classes","Machine Learning","","5","2","10.1023/A:1022696716689","David HelmboldRobert SloanManfred K. Warmuth","1990","http://link.springer.com/article/10.1023/A%3A1022696716689","Article"
"Compile-time granularity analysis for parallel logic programming languages","New Generation Computing","","7","2 - 3","10.1007/BF03037210","E. Tick","1990","http://link.springer.com/article/10.1007/BF03037210","Article"
"Job-shop scheduling with multi-purpose machines","Computing","","45","4","10.1007/BF02238804","P. BruckerR. Schlie","1990","http://link.springer.com/article/10.1007/BF02238804","Article"
"ΦDmDialog: A speech-to-speech dialogue translation system","Machine Translation","","5","4","10.1007/BF00376645","Hiroaki Kitano","1990","http://link.springer.com/article/10.1007/BF00376645","Article"
"A sequent-style model elimination strategy and a positive refinement","Journal of Automated Reasoning","","6","4","10.1007/BF00244355","David A. Plaisted","1990","http://link.springer.com/article/10.1007/BF00244355","Article"
"Artificial Intelligence research at the National University of Singapore","Artificial Intelligence Review","","4","1","10.1007/BF02221494","K. RanaiC. L. TanS. C. Chan","1990","http://link.springer.com/article/10.1007/BF02221494","Article"
"Motion planning for robots with topological dimension reduction method","Journal of Computer Science and Technology","","5","1","10.1007/BF02946559","Bo ZhangTian ZhangJianwei ZhangLing Zhang","1990","http://link.springer.com/article/10.1007/BF02946559","Article"
"A message-based distributed kernel for a full heterogeneous environment","Journal of Computer Science and Technology","","5","1","10.1007/BF02946563","Xing XueZhongxiu SunJianqiang ZhouXihao Xu","1990","http://link.springer.com/article/10.1007/BF02946563","Article"
"Books received","Machine Translation","","5","1","10.1007/BF00310044","","1990","http://link.springer.com/article/10.1007/BF00310044","Article"
"Bayesian modeling of uncertainty in low-level vision","International Journal of Computer Vision","","5","3","10.1007/BF00126502","Richard Szeliski","1990","http://link.springer.com/article/10.1007/BF00126502","Article"
"Symbolic constraint handling through unification in finite algebras","Applicable Algebra in Engineering, Communication and Computing","","1","2","10.1007/BF01810294","Wolfram BüttnerKlaus EstenfeldRichard SchmidHans-Albert SchneiderErik Tidén","1990","http://link.springer.com/article/10.1007/BF01810294","Article"
"Descriptive tools for electronic processing of dictionary data: Studies in computational lexicography","Machine Translation","","4","4","10.1007/BF00713704","Blaise Nkwenti Azeh","1990","http://link.springer.com/article/10.1007/BF00713704","Article"
"The Aurora or-parallel Prolog system","New Generation Computing","","7","2 - 3","10.1007/BF03037208","Ewing LuskRalph ButlerTerrence DiszRobert OlsonRoss OverbeekRick StevensDavid H. D. WarrenAlan CalderwoodPéter SzerediSeif HaridiPer BrandMats CarlssonAndrzej CiepielewskiBogumil Hausman","1990","http://link.springer.com/article/10.1007/BF03037208","Article"
"A programmed algorithm for existence proofs for two-point boundary value problems","Computing","","44","2","10.1007/BF02241862","M. GöhlenM. PlumJ. Schröder","1990","http://link.springer.com/article/10.1007/BF02241862","Article"
"Invariant surface segmentation through energy minimization with discontinuities","International Journal of Computer Vision","","5","2","10.1007/BF00054920","Stan Z. Li","1990","http://link.springer.com/article/10.1007/BF00054920","Article"
"Interpolants for Runge-Kutta pairs of order four and five","Computing","","45","4","10.1007/BF02238806","M. CalvéR. Vaillancourt","1990","http://link.springer.com/article/10.1007/BF02238806","Article"
"Announcement","Machine Translation","","5","4","10.1007/BF00376647","","1990","http://link.springer.com/article/10.1007/BF00376647","Article"
"Negative results for equivalence queries","Machine Learning","","5","2","10.1007/BF00116034","Dana Angluin","1990","http://link.springer.com/article/10.1007/BF00116034","Article"
"Finite difference schemes on grids with local refinement in time and space for parabolic problems I. Derivation, stability, and error analysis","Computing","","45","3","10.1007/BF02250633","R. E. EwingR. D. LazarovP. S. Vassilevski","1990","http://link.springer.com/article/10.1007/BF02250633","Article"
"Editorial welcome","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531065","Martin Charles Golumbic","1990","http://link.springer.com/article/10.1007/BF01531065","Article"
"Interest driven suppositional reasoning","Journal of Automated Reasoning","","6","4","10.1007/BF00244357","John L. Pollock","1990","http://link.springer.com/article/10.1007/BF00244357","Article"
"Artificial intelligence: A Far East perspective","Artificial Intelligence Review","","4","1","10.1007/BF02221496","Y. S. Moon","1990","http://link.springer.com/article/10.1007/BF02221496","Article"
"Formal description and verification of a transport protocol for local networks","Journal of Computer Science and Technology","","5","1","10.1007/BF02946565","Layuan Li","1990","http://link.springer.com/article/10.1007/BF02946565","Article"
"Canonical bases for cyclotomic fields","Applicable Algebra in Engineering, Communication and Computing","","1","2","10.1007/BF01810296","Wieb Bosma","1990","http://link.springer.com/article/10.1007/BF01810296","Article"
"On the definition of word","Machine Translation","","4","4","10.1007/BF00713706","Sofia Ananiadou","1990","http://link.springer.com/article/10.1007/BF00713706","Article"
"Knowledge systems and prolog: A logical approach to expert systems and natural language processing","Machine Translation","","4","4","10.1007/BF00713710","Koos van der Wilt","1990","http://link.springer.com/article/10.1007/BF00713710","Article"
"Numerical solution for the Cauchy problem in nonlinear 1-D-thermoelasticity","Computing","","44","2","10.1007/BF02241864","S. Jiang","1990","http://link.springer.com/article/10.1007/BF02241864","Article"
"Graph-directed modelling from serial sections","The Visual Computer","","6","5","10.1007/BF01900750","Christopher GiertsenArne HalvorsenPer R. Flood","1990","http://link.springer.com/article/10.1007/BF01900750","Article"
"Structure from motion using line correspondences","International Journal of Computer Vision","","4","3","10.1007/BF00054994","Minas E. SpetsakisJohn (Yiannis) Aloimonos","1990","http://link.springer.com/article/10.1007/BF00054994","Article"
"Computing exact aspect graphs of curved objects: Solids of revolution","International Journal of Computer Vision","","5","2","10.1007/BF00054918","David J. KriegmanJean Ponce","1990","http://link.springer.com/article/10.1007/BF00054918","Article"
"Automatic extraction of deformable part models","International Journal of Computer Vision","","4","2","10.1007/BF00127812","Alex P. Pentland","1990","http://link.springer.com/article/10.1007/BF00127812","Article"
"Books received","Machine Translation","","5","3","10.1007/BF00389821","","1990","http://link.springer.com/article/10.1007/BF00389821","Article"
"Editorial","AI & SOCIETY","","4","2","10.1007/BF01889637","","1990","http://link.springer.com/article/10.1007/BF01889637","Article"
"Learning nested differences of intersection-closed concept classes","Machine Learning","","5","2","10.1007/BF00116036","David HelmboldRobert SloanManfred K. Warmuth","1990","http://link.springer.com/article/10.1007/BF00116036","Article"
"Numerical solution for the one-phase Stefan problem by Piecewise constant approximation of the interface","Computing","","45","3","10.1007/BF02250635","F. SartorettoR. Spigler","1990","http://link.springer.com/article/10.1007/BF02250635","Article"
"Definite clause programs are canonical (over a suitable domain)","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531067","Howard A. BlairAllen L. Brown Jr.","1990","http://link.springer.com/article/10.1007/BF01531067","Article"
"Effects of computers on Japanese schools","AI & SOCIETY","","4","2","10.1007/BF01889641","Eliichi Yamaguchi","1990","http://link.springer.com/article/10.1007/BF01889641","Article"
"Neural networks and heuristic search","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531071","Harvey J. Greenberg","1990","http://link.springer.com/article/10.1007/BF01531071","Article"
"A deterministic particle-method solving the linearized Boltzmann equation","Computing","","43","3","10.1007/BF02242917","T. GeyerJ. Wick","1990","http://link.springer.com/article/10.1007/BF02242917","Article"
"Robbins algebra: Conditions that make a near-boolean algebra boolean","Journal of Automated Reasoning","","6","4","10.1007/BF00244359","S. Winker","1990","http://link.springer.com/article/10.1007/BF00244359","Article"
"Solving nonlinear equation systems via global partition and search: Some experimental results","Computing","","43","4","10.1007/BF02241652","J. Pintér","1990","http://link.springer.com/article/10.1007/BF02241652","Article"
"On the evaluation of one-dimensional Cauchy principal value integrals by rules based on cubic spline interpolation","Computing","","43","3","10.1007/BF02242921","Catterina DagninoElisabetta Santi","1990","http://link.springer.com/article/10.1007/BF02242921","Article"
"Book reviews","Artificial Intelligence Review","","4","1","10.1007/BF02221498","David GilmoreGeoff CummingSimon RossJohn RosbottomElpida KeravnouTony DoddMadjid MerabtiMadjid MerabtiG. ByronLeonard BolcIan Crookston","1990","http://link.springer.com/article/10.1007/BF02221498","Article"
"Two congruent semantics for Prolog with CUT","Journal of Computer Science and Technology","","5","1","10.1007/BF02946567","Mingyuan Zhu","1990","http://link.springer.com/article/10.1007/BF02946567","Article"
"Evaluation of classes of definite integrals involving elementary functions via differentiation of special functions","Applicable Algebra in Engineering, Communication and Computing","","1","2","10.1007/BF01810298","K. O. GeddesM. L. GlasserR. A. MooreT. C. Scott","1990","http://link.springer.com/article/10.1007/BF01810298","Article"
"New directions in semantics","Machine Translation","","4","4","10.1007/BF00713708","Dick Crouch","1990","http://link.springer.com/article/10.1007/BF00713708","Article"
"Low-cost hardware platform for developing realtime 3D graphics","The Visual Computer","","6","5","10.1007/BF01900748","Luis SerraRodney Lionel Rhodes","1990","http://link.springer.com/article/10.1007/BF01900748","Article"
"Books received","Machine Translation","","4","4","10.1007/BF00713712","","1990","http://link.springer.com/article/10.1007/BF00713712","Article"
"Recurrence relations for rational cubic methods I: The Halley method","Computing","","44","2","10.1007/BF02241866","V. CandelaA. Marquina","1990","http://link.springer.com/article/10.1007/BF02241866","Article"
"Lazy debugging of lazy functional programs","New Generation Computing","","8","2","10.1007/BF03037471","Robin M. Snyder","1990","http://link.springer.com/article/10.1007/BF03037471","Article"
"Letters to the editor","The Visual Computer","","6","5","10.1007/BF01900752","A. Robin Forrest","1990","http://link.springer.com/article/10.1007/BF01900752","Article"
"Analog hardware for detecting discontinuities in early vision","International Journal of Computer Vision","","4","3","10.1007/BF00054996","John G. HarrisChristof KochErik StaatsJin Luo","1990","http://link.springer.com/article/10.1007/BF00054996","Article"
"Professor H. J. Stetter — 60 years","Computing","","44","3","10.1007/BF02262214","","1990","http://link.springer.com/article/10.1007/BF02262214","Article"
"A Necessary Condition for Learning from Positive Examples","Machine Learning","","5","1","10.1023/A:1022663809420","Haim Shvaytser","1990","http://link.springer.com/article/10.1023/A%3A1022663809420","Article"
"Automated procedures for the improvement of a machine translation system by feedback from postediting","Machine Translation","","5","3","10.1007/BF00389819","Fujio NishidaShinobu Takamatsu","1990","http://link.springer.com/article/10.1007/BF00389819","Article"
"Stereo and controlled movement","International Journal of Computer Vision","","4","2","10.1007/BF00127814","Alan YuilleDavi Geiger","1990","http://link.springer.com/article/10.1007/BF00127814","Article"
"In this issue ...","Artificial Intelligence Review","","4","4","10.1007/BF00168957","","1990","http://link.springer.com/article/10.1007/BF00168957","Article"
"Connectionism and artificial intelligence as cognitive models","AI & SOCIETY","","4","2","10.1007/BF01889639","Daniel Memmi","1990","http://link.springer.com/article/10.1007/BF01889639","Article"
"Errata","Machine Learning","","5","2","10.1007/BF00116038","","1990","http://link.springer.com/article/10.1007/BF00116038","Article"
"A mesh-independence principle for nonlinear operator equations and their discretizations under mild differentiability conditions","Computing","","45","3","10.1007/BF02250637","I. K. Argyros","1990","http://link.springer.com/article/10.1007/BF02250637","Article"
"On renamable Horn and generalized Horn functions","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531069","Vijaya ChandruCollette R. CoullardPeter L. HammerMiguel MontañezXiaorong Sun","1990","http://link.springer.com/article/10.1007/BF01531069","Article"
"If you must fail, fail splendidly (samurai maxim)","AI & SOCIETY","","4","2","10.1007/BF01889643","David Smith","1990","http://link.springer.com/article/10.1007/BF01889643","Article"
"The tabu search metaheuristic: How we used it","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531073","A. HertzD. de Werra","1990","http://link.springer.com/article/10.1007/BF01531073","Article"
"Asymptotic error expansions for stiff equations: Applications","Computing","","43","3","10.1007/BF02242919","W. AuzingerR. FrankG. Kirlinger","1990","http://link.springer.com/article/10.1007/BF02242919","Article"
"One-step methods for retarded differential equations with parameters","Computing","","43","4","10.1007/BF02241654","Tadeusz Jankowski","1990","http://link.springer.com/article/10.1007/BF02241654","Article"
"The structure, design principles, and strategies of Mulreg","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531001","William DuMouchel","1990","http://link.springer.com/article/10.1007/BF01531001","Article"
"A computational study of minimax flow centers in trees","Computing","","43","3","10.1007/BF02242923","H. A. Eiselt","1990","http://link.springer.com/article/10.1007/BF02242923","Article"
"Polygon-based post-process motion blur","The Visual Computer","","6","6","10.1007/BF01901017","Nelson MaxHikari Kinema","1990","http://link.springer.com/article/10.1007/BF01901017","Article"
"A global human walking model with real-time kinematic personification","The Visual Computer","","6","6","10.1007/BF01901021","Ronan BoulicNadia Magnenat ThalmannDaniel Thalmann","1990","http://link.springer.com/article/10.1007/BF01901021","Article"
"How should Prolog computation Be represented for practical use?","New Generation Computing","","8","2","10.1007/BF03037469","Masayuki NumaoShin’ichi MorishitaHiroshi Maruyama","1990","http://link.springer.com/article/10.1007/BF03037469","Article"
"Announcement","Machine Translation","","4","4","10.1007/BF00713714","","1990","http://link.springer.com/article/10.1007/BF00713714","Article"
"Events","The Visual Computer","","6","5","10.1007/BF01900754","","1990","http://link.springer.com/article/10.1007/BF01900754","Article"
"A note on convergence concepts for stiff problems","Computing","","44","3","10.1007/BF02262216","W. AuzingerR. FrankG. Kirlinger","1990","http://link.springer.com/article/10.1007/BF02262216","Article"
"Shape preserving histopolation using rational quadratic splines","Computing","","44","3","10.1007/BF02262220","J. W. SchmidtW. HeßTh. Nordheim","1990","http://link.springer.com/article/10.1007/BF02262220","Article"
"Planning in a commonsense framework","Artificial Intelligence Review","","4","4","10.1007/BF00168959","Carlos Pinto-FerreiraJoão Pavão Martins","1990","http://link.springer.com/article/10.1007/BF00168959","Article"
"On the scaled newton method for the symmetric eigenvalue problem","Computing","","45","3","10.1007/BF02250639","S. M. Grzegórski","1990","http://link.springer.com/article/10.1007/BF02250639","Article"
"Book reviews","AI & SOCIETY","","4","2","10.1007/BF01889645","Satinder P. GillSean Smith","1990","http://link.springer.com/article/10.1007/BF01889645","Article"
"Searching minimax game trees under memory space constraint","Annals of Mathematics and Artificial Intelligence","","1","1 - 4","10.1007/BF01531075","Toshihide IbarakiYoshiroh Katoh","1990","http://link.springer.com/article/10.1007/BF01531075","Article"
"1D-grid generation by monotone iteration discretization","Computing","","43","4","10.1007/BF02241656","Mansour Al-ZanaidiChristian Grossmann","1990","http://link.springer.com/article/10.1007/BF02241656","Article"
"A statistical approach to knowledge acquisition for expert systems","Annals of Mathematics and Artificial Intelligence","","2","1 - 4","10.1007/BF01531003","William A. Gale","1990","http://link.springer.com/article/10.1007/BF01531003","Article"
"Singularity theoretical modeling and animation of garment wrinkle formation processes","The Visual Computer","","6","6","10.1007/BF01901019","Tosiyasu L. KuniiHironobu Gotoda","1990","http://link.springer.com/article/10.1007/BF01901019","Article"
"Structure sharing for quantified terms: Fundamentals","Journal of Automated Reasoning","","6","2","10.1007/BF00245815","John StaplesPeter J. Robinson","1990","http://link.springer.com/article/10.1007/BF00245815","Article"
"A picture of a butterfly with diffusion-shaped wings","The Visual Computer","","6","6","10.1007/BF01901023","Robert L. Conger","1990","http://link.springer.com/article/10.1007/BF01901023","Article"
"The Prolog not-predicate and negation as failure rule","New Generation Computing","","8","1","10.1007/BF03037511","Tok Wang Ling","1990","http://link.springer.com/article/10.1007/BF03037511","Article"
