Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Automation of program speed-up on parallel-processor computers","Computing","","3","4","10.1007/BF02235396","Dr. W. H. Burkhardt","1968","http://link.springer.com/article/10.1007/BF02235396","Article"
"A special method to sample some probability density functions","Computing","","20","2","10.1007/BF02252347","Dr. I. Lux","1978","http://link.springer.com/article/10.1007/BF02252347","Article"
"Flüsse in antisymmetrischen Netzwerken","Computing","","8","1 - 2","10.1007/BF02234055","Dr. G. Tinhofer","1971","http://link.springer.com/article/10.1007/BF02234055","Article"
"On quasi-interpretations of grammar forms","Computing","","19","2","10.1007/BF02252351","Prof. Dr. S. GinsburgProf. Dr. H. A. Maurer","1977","http://link.springer.com/article/10.1007/BF02252351","Article"
"Pivot selection and row ordering in givens reduction on sparse matrices","Computing","","13","3 - 4","10.1007/BF02241717","Dr. I. S. Duff","1974","http://link.springer.com/article/10.1007/BF02241717","Article"
"Syntaktische Struktur formaler und natürlicher Sprachen","Computing","","1","2","10.1007/BF02342618","Professor Dr. F. L. Bauer","1966","http://link.springer.com/article/10.1007/BF02342618","Article"
"Mehrschrittverfahren zur numerischen Integration von Differentialgleichungssystemen mit stark verschiedenen Zeitkonstanten","Computing","","13","3 - 4","10.1007/BF02241721","Dr. G. Oesterhelt","1974","http://link.springer.com/article/10.1007/BF02241721","Article"
"L1 approximations of strictly convex functions by means of first degree splines","Computing","","20","1","10.1007/BF02241900","Dr. J. B. KioustelidisDr. K. J. Spyropoulos","1978","http://link.springer.com/article/10.1007/BF02241900","Article"
"Die Berechnung einiger elementarer transzendenter Funktionen mit Hilfe des Richardson-Algorithmus","Computing","","1","2","10.1007/BF02342622","Dozent Dr. S. Filippi","1966","http://link.springer.com/article/10.1007/BF02342622","Article"
"Über die Stabilität und Konvergenz numerischer Algorithmen","Computing","","15","4","10.1007/BF02260315","Prof. Dr. K. Nickel","1975","http://link.springer.com/article/10.1007/BF02260315","Article"
"Erfahrungen beim Einsatz eines Computers zur Stundenplanerstellung","Computing","","4","4","10.1007/BF02235467","Dipl. Math W. Junginger","1969","http://link.springer.com/article/10.1007/BF02235467","Article"
"Erzeugung von Pseudozufallszahlenfolgen mit stückweise polygonaler Verteilung","Computing","","9","1","10.1007/BF02236378","Prof. Dr. E. SchinckeDr. J. Höpfner","1972","http://link.springer.com/article/10.1007/BF02236378","Article"
"Buchbesprechungen","Computing","","4","4","10.1007/BF02235471","H. -J. StetterI. TrochR. Klar","1969","http://link.springer.com/article/10.1007/BF02235471","Article"
"On monotonicity preserving linear extrapolation sequences","Computing","","5","3","10.1007/BF02248026","Dr. G. Opfer","1970","http://link.springer.com/article/10.1007/BF02248026","Article"
"A desirable form for sparse matrices when computing their inverse in factored forms","Computing","","11","1","10.1007/BF02239469","Prof. Dr. R. P. TewarsonDr. K. Y. Cheng","1973","http://link.springer.com/article/10.1007/BF02239469","Article"
"Numerische Aspekte bei der Einbettung nichtlinearer Probleme","Computing","","9","4","10.1007/BF02241609","Wiss. Rat Dr. M. Feilmeier","1972","http://link.springer.com/article/10.1007/BF02241609","Article"
"Über- und Unterrelaxation bei linearen Gleichungssystemen","Computing","","5","3","10.1007/BF02248030","Prof. Dr. W. Niethammer","1970","http://link.springer.com/article/10.1007/BF02248030","Article"
"Eine Randbedingung für kubische Splinefunktionen","Computing","","11","1","10.1007/BF02239473","K. Kilberth","1973","http://link.springer.com/article/10.1007/BF02239473","Article"
"Verteilung der Rundungsfehler beim Produkt zweier Zahlen auf einer Festkommamaschine","Computing","","7","3 - 4","10.1007/BF02242345","Dr. K. Ecker","1971","http://link.springer.com/article/10.1007/BF02242345","Article"
"Numerische Behandlung nichtlinearer Randwertprobleme mit finiten Elementen","Computing","","18","1","10.1007/BF02248778","Dr. H. D. Mittelmann","1977","http://link.springer.com/article/10.1007/BF02248778","Article"
"Ein Wartesystem mit zwei parallelen Warteschlangen","Computing","","3","2","10.1007/BF02277453","R. Schassberger","1968","http://link.springer.com/article/10.1007/BF02277453","Article"
"Ein reduzierter Matrix-Algorithmus zur Lösung einiger graphentheoretischer Probleme","Computing","","6","3 - 4","10.1007/BF02238808","Dr. E. Visotschnig","1970","http://link.springer.com/article/10.1007/BF02238808","Article"
"Buchbesprechungen","Computing","","2","2","10.1007/BF02239186","G. BaronI. TrochW. EberlK. H. FasolS. New YorkA. FleischmannE. SchmidF. SkacelH. HeinrichV. KudielkaH. FieberH. J. StetterW. JungingerH. ScholzH. KremserL. Collatz","1967","http://link.springer.com/article/10.1007/BF02239186","Article"
"Interpolation auf einem unendlichen Intervall","Computing","","6","3 - 4","10.1007/BF02238812","Dr. Rainer Kreß","1970","http://link.springer.com/article/10.1007/BF02238812","Article"
"Ein Programm zur Erstellung von Hochschulstundenplänen","Computing","","4","3","10.1007/BF02234774","Dr. K. Fischer","1969","http://link.springer.com/article/10.1007/BF02234774","Article"
"Ein Verfahren zur iterativen Einschließung des positiven Eigenvektors einer irreduziblen, nichtnegativen Matrix","Computing","","20","1","10.1007/BF02241899","Dr. J. SprekelsDr. H. Voss","1978","http://link.springer.com/article/10.1007/BF02241899","Article"
"Eine stets quadratisch konvergente Modifikation des Steffensen-Verfahrens","Computing","","14","4","10.1007/BF02253547","Prof. Dr. H. Esser","1975","http://link.springer.com/article/10.1007/BF02253547","Article"
"A remark on the time complexity of the subtree problem","Computing","","19","4","10.1007/BF02252027","Dr. M. Stadel","1978","http://link.springer.com/article/10.1007/BF02252027","Article"
"Automatic a priori round-off analysis","Computing","","10","1 - 2","10.1007/BF02242384","Dr. W. Miller","1972","http://link.springer.com/article/10.1007/BF02242384","Article"
"The fast Fourier transform for general order","Computing","","19","4","10.1007/BF02252031","Prof. Dr. H. R. Schwarz","1978","http://link.springer.com/article/10.1007/BF02252031","Article"
"On maximally distant spanning trees of a graph","Computing","","17","2","10.1007/BF02276756","Prof. Dr. T. Kameda","1976","http://link.springer.com/article/10.1007/BF02276756","Article"
"Accelerating procedures for methods of conjugate directions","Computing","","14","1 - 2","10.1007/BF02242308","Dr. K. Ritter","1975","http://link.springer.com/article/10.1007/BF02242308","Article"
"A successive approximation algorithm for an undiscounted Markov decision process","Computing","","17","2","10.1007/BF02276760","Ir. J. van der Wal","1976","http://link.springer.com/article/10.1007/BF02276760","Article"
"Eine Anwendung des Brouwerschen Fixpunktsatzes in der Intervallarithmetik der Matrizen","Computing","","14","1 - 2","10.1007/BF02242312","Dr. P. Thieler","1975","http://link.springer.com/article/10.1007/BF02242312","Article"
"Non-iterative solutions to functional equations","Computing","","3","4","10.1007/BF02235398","J. P. BrannenR. E. Haymond","1968","http://link.springer.com/article/10.1007/BF02235398","Article"
