"Contents of the DL"
"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","ITiCSE: Innovation and Technology in Computer Science Education","","","","1996 (June 1996)","2018 (July 2018)","http://dl.acm.org/proceedings/iticse/","http://dl.acm.org/proceedings/iticse/archive/"
"Conference Proceedings","IUCS: International Universal Communication Symposium","","","","2009 (December 2009)","2009 (December 2009)","http://dl.acm.org/proceedings/iucs/","http://dl.acm.org/proceedings/iucs/archive/"
"Conference Proceedings","IUI: Intelligent User Interfaces","","","","1993 (February 1993)","2019 (March 2019)","http://dl.acm.org/proceedings/iui/","http://dl.acm.org/proceedings/iui/archive/"
"Conference Proceedings","IVME: Interpreters, Virtual Machines and Emulators","","","","2003 (June 2003)","2004 (June 2004)","http://dl.acm.org/proceedings/ivme/","http://dl.acm.org/proceedings/ivme/archive/"
"Conference Proceedings","IW-SOSWE: Service Oriented Software Engineering","","","","2007 (September 2007)","2007 (September 2007)","http://dl.acm.org/proceedings/iw-soswe/","http://dl.acm.org/proceedings/iw-soswe/archive/"
"Conference Proceedings","IWAAPF: Application and Advances of Problem Frames","","","","2006 (May 2006)","2008 (May 2008)","http://dl.acm.org/proceedings/iwaapf/","http://dl.acm.org/proceedings/iwaapf/archive/"
"Conference Proceedings","IWACO: International Workshop on Aliasing, Confinement and Ownership in Object-Oriented Programming","","","","2009 (July 2009)","2009 (July 2009)","http://dl.acm.org/proceedings/iwaco/","http://dl.acm.org/proceedings/iwaco/archive/"
"Conference Proceedings","IWCMC: International Wireless Communications and Mobile Computing Conference","","","","2006 (July 2006)","2010 (June 2010)","http://dl.acm.org/proceedings/iwcmc/","http://dl.acm.org/proceedings/iwcmc/archive/"
"Conference Proceedings","IWCTS: Computational Transportation Science","","","","2009 (November 2009)","2018 (November 2018)","http://dl.acm.org/proceedings/iwcts/","http://dl.acm.org/proceedings/iwcts/archive/"
"Conference Proceedings","IWDE: Digital Engineering","","","","2010 (June 2010)","2010 (June 2010)","http://dl.acm.org/proceedings/iwde/","http://dl.acm.org/proceedings/iwde/archive/"
"Conference Proceedings","IWGS: International Workshop on GeoStreaming","","","","2010 (November 2010)","2017 (November 2017)","http://dl.acm.org/proceedings/iwgs/","http://dl.acm.org/proceedings/iwgs/archive/"
"Conference Proceedings","IWIC: Intercultural Collaboration","","","","2009 (February 2009)","2009 (February 2009)","http://dl.acm.org/proceedings/iwic/","http://dl.acm.org/proceedings/iwic/archive/"
"Conference Proceedings","IWICSS: Incorporating COTS Software into Software Systems","","","","2007 (May 2007)","2007 (May 2007)","http://dl.acm.org/proceedings/iwicss/","http://dl.acm.org/proceedings/iwicss/archive/"
"Conference Proceedings","IWMCP: Model Comparison in Practice","","","","2010 (July 2010)","2011 (June 2011)","http://dl.acm.org/proceedings/iwmcp/","http://dl.acm.org/proceedings/iwmcp/archive/"
"Conference Proceedings","IWMSE: Multicore Software Engineering","","","","2008 (May 2008)","2011 (May 2011)","http://dl.acm.org/proceedings/iwmse/","http://dl.acm.org/proceedings/iwmse/archive/"
"Conference Proceedings","IWOCE: Open Component EcoSystems","","","","2009 (August 2009)","2009 (August 2009)","http://dl.acm.org/proceedings/iwoce/","http://dl.acm.org/proceedings/iwoce/archive/"
"Conference Proceedings","IWPSE: Principles of Software Evolution","","","","2001 (September 2001)","2015 (August 2015)","http://dl.acm.org/proceedings/iwpse/","http://dl.acm.org/proceedings/iwpse/archive/"
"Conference Proceedings","IWQoS: Quality of Service","","","","2003 (June 2003)","2012 (June 2012)","http://dl.acm.org/proceedings/iwqos/","http://dl.acm.org/proceedings/iwqos/archive/"
"Conference Proceedings","IWRIDL: Research Issues in Digital Libraries","","","","2007 (December 2006)","2007 (December 2006)","http://dl.acm.org/proceedings/iwridl/","http://dl.acm.org/proceedings/iwridl/archive/"
"Conference Proceedings","IWSC: Software Clones","","","","2010 (May 2010)","2013 (May 2013)","http://dl.acm.org/proceedings/iwsc/","http://dl.acm.org/proceedings/iwsc/archive/"
"Conference Proceedings","IWSESS: Software Engineering for Secure Systems","","","","2009 (May 2009)","2009 (May 2009)","http://dl.acm.org/proceedings/iwsess/","http://dl.acm.org/proceedings/iwsess/archive/"
"Conference Proceedings","IWSSD: International Workshop on Software Specification and Design","","","","1989 (April 1989)","2000 (November 2000)","http://dl.acm.org/proceedings/iwssd/","http://dl.acm.org/proceedings/iwssd/archive/"
"Conference Proceedings","IWST: Smalltalk Technologies","","","","2009 (August 2009)","2017 (September 2017)","http://dl.acm.org/proceedings/iwst/","http://dl.acm.org/proceedings/iwst/archive/"
"Conference Proceedings","IWSTI: Satellite/Terrestrial Interworking","","","","2007 (August 2007)","2007 (August 2007)","http://dl.acm.org/proceedings/iwsti/","http://dl.acm.org/proceedings/iwsti/archive/"
"Conference Proceedings","IWVS: Video Surveillance","","","","2003 (November 2003)","2003 (November 2003)","http://dl.acm.org/proceedings/iwvs/","http://dl.acm.org/proceedings/iwvs/archive/"
"Conference Proceedings","InfoScale: Scalable Information Systems","","","","2006 (May 2006)","2007 (June 2007)","http://dl.acm.org/proceedings/infoscale/","http://dl.acm.org/proceedings/infoscale/archive/"
"Conference Proceedings","InfoSecCD: Information Security Curriculum Development","","","","2004 (October 2004)","2015 (October 2015)","http://dl.acm.org/proceedings/infoseccd/","http://dl.acm.org/proceedings/infoseccd/archive/"
"Conference Proceedings","InfoSecu: Information Security","","","","2004 (November 2004)","2004 (November 2004)","http://dl.acm.org/proceedings/infosecu/","http://dl.acm.org/proceedings/infosecu/archive/"
"Conference Proceedings","InnovDesign: Creativity and Innovation in Design","","","","2010 (August 2010)","2010 (August 2010)","http://dl.acm.org/proceedings/desire/","http://dl.acm.org/proceedings/desire/archive/"
"Conference Proceedings","Insider Threats: Insider Threats","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/insiderthreats/","http://dl.acm.org/proceedings/insiderthreats/archive/"
"Conference Proceedings","InterSense: Integrated Internet Ad Hoc and Sensor Networks","","","","2006 (May 2006)","2006 (May 2006)","http://dl.acm.org/proceedings/intersense/","http://dl.acm.org/proceedings/intersense/archive/"
"Conference Proceedings","Internetware: Internetware","","","","2009 (October 2009)","2018 (September 2018)","http://dl.acm.org/proceedings/internetware/","http://dl.acm.org/proceedings/internetware/archive/"
"Conference Proceedings","Interperf: Interdisciplinary Systems Approach in Performance Evaluation and Design of Computer &#38; Communications Systems","","","","2006 (October 2006)","2006 (October 2006)","http://dl.acm.org/proceedings/interperf/","http://dl.acm.org/proceedings/interperf/archive/"
"Conference Proceedings","JAVA: Java Grande","","","","1999 (June 1999)","2000 (June 2000)","http://dl.acm.org/proceedings/java/","http://dl.acm.org/proceedings/java/archive/"
"Conference Proceedings","JCDL: Joint Conference on Digital Libraries","","","","2001 (January 2001)","2018 (May 2018)","http://dl.acm.org/proceedings/jcdl/","http://dl.acm.org/proceedings/jcdl/archive/"
"Conference Proceedings","JGI: ACM-ISCOPE conference on Java Grande","","","","2001 (June 2001)","2002 (November 2002)","http://dl.acm.org/proceedings/jgi/","http://dl.acm.org/proceedings/jgi/archive/"
"Conference Proceedings","JTRES: Java Technologies for Real-Time and Embedded Systems","","","","2006 (October 2006)","2016 (August 2016)","http://dl.acm.org/proceedings/jtres/","http://dl.acm.org/proceedings/jtres/archive/"
"Conference Proceedings","K-CAP: Knowledge Capture","","","","2001 (October 2001)","2017 (December 2017)","http://dl.acm.org/proceedings/k-cap/","http://dl.acm.org/proceedings/k-cap/archive/"
"Conference Proceedings","KDD: Knowledge Discovery and Data Mining","","","","1999 (August 1999)","2018 (July 2018)","http://dl.acm.org/proceedings/kdd/","http://dl.acm.org/proceedings/kdd/archive/"
"Conference Proceedings","KEYS: Keyword Search on Structured Data","","","","2009 (June 2009)","2012 (May 2012)","http://dl.acm.org/proceedings/keys/","http://dl.acm.org/proceedings/keys/archive/"
"Conference Proceedings","Koli Calling: Koli Calling International Conference on Computing Education Research","","","","2007 (November 2007)","2018 (November 2018)","http://dl.acm.org/proceedings/kolicalling/","http://dl.acm.org/proceedings/kolicalling/archive/"
"Conference Proceedings","LADIS: Large-Scale Distributed Systems and Middleware","","","","2008 (September 2008)","2010 (July 2010)","http://dl.acm.org/proceedings/ladis/","http://dl.acm.org/proceedings/ladis/archive/"
"Conference Proceedings","LANC: Latin American Networking Conference","","","","2003 (October 2003)","2018 (October 2018)","http://dl.acm.org/proceedings/lanc/","http://dl.acm.org/proceedings/lanc/archive/"
"Conference Proceedings","LATE: Linking Aspect Technology and Evolution","","","","2007 (March 2007)","2008 (March 2008)","http://dl.acm.org/proceedings/late/","http://dl.acm.org/proceedings/late/archive/"
"Conference Proceedings","LBSN: Location Based Social Networks","","","","2009 (November 2009)","2016 (October 2016)","http://dl.acm.org/proceedings/lbsn/","http://dl.acm.org/proceedings/lbsn/archive/"
"Conference Proceedings","LCR: Languages, Compilers, and Run-time Support for Scalable Systems","","","","2004 (October 2004)","2004 (October 2004)","http://dl.acm.org/proceedings/lcr/","http://dl.acm.org/proceedings/lcr/archive/"
"Conference Proceedings","LCSD: Library-Centric Software Design","","","","2007 (October 2007)","2007 (October 2007)","http://dl.acm.org/proceedings/lcsd/","http://dl.acm.org/proceedings/lcsd/archive/"
"Conference Proceedings","LCTES: Languages, Compilers, and Tools for Embedded Systems","","","","1995 (November 1995)","2018 (June 2018)","http://dl.acm.org/proceedings/lctes/","http://dl.acm.org/proceedings/lctes/archive/"
"Conference Proceedings","LDTA: Language Descriptions, Tools and Applications","","","","2010 (March 2010)","2012 (March 2012)","http://dl.acm.org/proceedings/ldta/","http://dl.acm.org/proceedings/ldta/archive/"
"Conference Proceedings","LFMTP: Logical Frameworks and Meta-Languages","","","","2009 (August 2009)","2017 (September 2017)","http://dl.acm.org/proceedings/lfmtp/","http://dl.acm.org/proceedings/lfmtp/archive/"
"Conference Proceedings","LFP: LISP and Functional Programming","","","","1980 (August 1980)","1994 (July 1994)","http://dl.acm.org/proceedings/lfp/","http://dl.acm.org/proceedings/lfp/archive/"
"Conference Proceedings","LISP: Celebrating the 50th Anniversary of Lisp","","","","2008 (October 2008)","2008 (October 2008)","http://dl.acm.org/proceedings/lisp/","http://dl.acm.org/proceedings/lisp/archive/"
"Conference Proceedings","LMSA: Leadership and Management in Software Architecture","","","","2008 (May 2008)","2009 (May 2009)","http://dl.acm.org/proceedings/lmsa/","http://dl.acm.org/proceedings/lmsa/archive/"
"Conference Proceedings","LOCWEB: Location and the Web","","","","2008 (April 2008)","2014 (November 2014)","http://dl.acm.org/proceedings/locweb/","http://dl.acm.org/proceedings/locweb/archive/"
"Conference Proceedings","LS-MMRM: Large-Scale Multimedia Retrieval and Mining","","","","2009 (October 2009)","2009 (October 2009)","http://dl.acm.org/proceedings/ls-mmrm/","http://dl.acm.org/proceedings/ls-mmrm/archive/"
"Conference Proceedings","LSAD: Large-Scale Attack Defense","","","","2006 (September 2006)","2007 (August 2007)","http://dl.acm.org/proceedings/lsad/","http://dl.acm.org/proceedings/lsad/archive/"
"Conference Proceedings","LSAP: Large-scale System and Application Performance","","","","2009 (June 2009)","2011 (June 2011)","http://dl.acm.org/proceedings/lsap/","http://dl.acm.org/proceedings/lsap/archive/"
"Conference Proceedings","LSDS-IR: Large-Scale Distributed Systems for Information Retrieval","","","","2008 (October 2008)","2015 (October 2015)","http://dl.acm.org/proceedings/lsds-ir/","http://dl.acm.org/proceedings/lsds-ir/archive/"
"Conference Proceedings","LUV: LISP Users and Vendors","","","","1992 (August 1992)","1995 (August 1994)","http://dl.acm.org/proceedings/luv/","http://dl.acm.org/proceedings/luv/archive/"
"Conference Proceedings","LinkKDD: Link Discovery","","","","2005 (August 2005)","2005 (August 2005)","http://dl.acm.org/proceedings/linkkdd/","http://dl.acm.org/proceedings/linkkdd/archive/"
"Conference Proceedings","M-MPAC: Middleware for Pervasive Mobile and Embedded Computing","","","","2009 (November 2009)","2011 (December 2011)","http://dl.acm.org/proceedings/m-mpac/","http://dl.acm.org/proceedings/m-mpac/archive/"
"Conference Proceedings","MACS: Modeling and Analysis of Concerns in Software","","","","2005 (May 2005)","2005 (May 2005)","http://dl.acm.org/proceedings/macs/","http://dl.acm.org/proceedings/macs/archive/"
"Conference Proceedings","MAI: Middleware Application Interaction","","","","2007 (March 2007)","2009 (June 2009)","http://dl.acm.org/proceedings/mai/","http://dl.acm.org/proceedings/mai/archive/"
"Conference Proceedings","MASPEGHI: MechAnisms for SPEcialization, Generalization and inHerItance","","","","2010 (June 2010)","2007 (July 2015)","http://dl.acm.org/proceedings/maspeghi/","http://dl.acm.org/proceedings/maspeghi/archive/"
"Conference Proceedings","MAW: Memory Access on Future Processors","","","","2008 (May 2008)","2008 (May 2008)","http://dl.acm.org/proceedings/maw/","http://dl.acm.org/proceedings/maw/archive/"
"Conference Proceedings","MB: Methods and Techniques in Behavioral Research","","","","2010 (August 2010)","2010 (August 2010)","http://dl.acm.org/proceedings/mb/","http://dl.acm.org/proceedings/mb/archive/"
"Conference Proceedings","MC: Middleware Companion","","","","2007 (November 2007)","2007 (November 2007)","http://dl.acm.org/proceedings/mc/","http://dl.acm.org/proceedings/mc/archive/"
"Conference Proceedings","MCMC: Mobile Cloud Media Computing","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/mcmc/","http://dl.acm.org/proceedings/mcmc/archive/"
"Conference Proceedings","MCPS: Contents Protection and Security","","","","2006 (October 2006)","2006 (October 2006)","http://dl.acm.org/proceedings/mcps/","http://dl.acm.org/proceedings/mcps/archive/"
"Conference Proceedings","MCS: Mobile Cloud Computing and Services","","","","2010 (June 2010)","2015 (September 2015)","http://dl.acm.org/proceedings/mcs/","http://dl.acm.org/proceedings/mcs/archive/"
"Conference Proceedings","MD: Massive Datasets","","","","2007 (November 2007)","2007 (November 2007)","http://dl.acm.org/proceedings/md/","http://dl.acm.org/proceedings/md/archive/"
"Conference Proceedings","MDAC: Massive Data Analytics on the Cloud","","","","2010 (April 2010)","2010 (April 2010)","http://dl.acm.org/proceedings/mdac/","http://dl.acm.org/proceedings/mdac/archive/"
"Conference Proceedings","MDI: Model-Drive Interoperability","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/mdi/","http://dl.acm.org/proceedings/mdi/archive/"
"Conference Proceedings","MDM: Mobile Data Management","","","","2005 (May 2005)","2010 (May 2010)","http://dl.acm.org/proceedings/mdm/","http://dl.acm.org/proceedings/mdm/archive/"
"Conference Proceedings","MDMKDD: Multimedia Data Mining","","","","2010 (July 2010)","2013 (August 2013)","http://dl.acm.org/proceedings/mdmkdd/","http://dl.acm.org/proceedings/mdmkdd/archive/"
"Conference Proceedings","MDS: Middleware Doctoral Symposium","","","","2006 (November 2006)","2016 (December 2016)","http://dl.acm.org/proceedings/mds/","http://dl.acm.org/proceedings/mds/archive/"
"Conference Proceedings","MEDEA: Memory Performance: Dealing with Applications, Systems and Architecture","","","","2003 (September 2003)","2009 (September 2009)","http://dl.acm.org/proceedings/medea/","http://dl.acm.org/proceedings/medea/archive/"
"Conference Proceedings","MEDES: Management of Emergent Digital EcoSystems","","","","2009 (October 2009)","2018 (September 2018)","http://dl.acm.org/proceedings/medes/","http://dl.acm.org/proceedings/medes/archive/"
"Conference Proceedings","MELT: Mobile Entity Localization and Tracking in GPS-Less Environment","","","","2008 (September 2008)","2015 (November 2015)","http://dl.acm.org/proceedings/melt/","http://dl.acm.org/proceedings/melt/archive/"
"Conference Proceedings","MEMOCODE: Formal Methods and Models for Co-Design","","","","2003 (June 2003)","2017 (September 2017)","http://dl.acm.org/proceedings/memocode/","http://dl.acm.org/proceedings/memocode/archive/"
"Conference Proceedings","MERLIN: Mechanized Reasoning about Languages with Variable Binding","","","","2003 (August 2003)","2005 (September 2005)","http://dl.acm.org/proceedings/merlin/","http://dl.acm.org/proceedings/merlin/archive/"
"Conference Proceedings","MG: Mardi Gras Conference","","","","2008 (January 2008)","2008 (January 2008)","http://dl.acm.org/proceedings/mg/","http://dl.acm.org/proceedings/mg/archive/"
"Conference Proceedings","MGC: Middleware for Grids, Clouds and e-Science","","","","2004 (October 2004)","2012 (December 2012)","http://dl.acm.org/proceedings/mgc/","http://dl.acm.org/proceedings/mgc/archive/"
"Conference Proceedings","MHC: Multimedia for Human Communication","","","","2005 (November 2005)","2005 (November 2005)","http://dl.acm.org/proceedings/mhc/","http://dl.acm.org/proceedings/mhc/archive/"
"Conference Proceedings","MICNET: Mobile Internet Through Cellular Networks","","","","2009 (September 2009)","2009 (September 2009)","http://dl.acm.org/proceedings/micnet/","http://dl.acm.org/proceedings/micnet/archive/"
"Conference Proceedings","MICRO: Microarchitecture","","","","1972 (September 1972)","2017 (October 2017)","http://dl.acm.org/proceedings/micro/","http://dl.acm.org/proceedings/micro/archive/"
"Conference Proceedings","MIIT: Model Inference In Testing","","","","2010 (July 2010)","2010 (July 2010)","http://dl.acm.org/proceedings/miit/","http://dl.acm.org/proceedings/miit/archive/"
"Conference Proceedings","MIR: Multimedia Information Retrieval","","","","2003 (November 2003)","2010 (March 2010)","http://dl.acm.org/proceedings/mir/","http://dl.acm.org/proceedings/mir/archive/"
"Conference Proceedings","MIS: Metainformatics","","","","2005 (November 2005)","2005 (November 2005)","http://dl.acm.org/proceedings/mis/","http://dl.acm.org/proceedings/mis/archive/"
"Conference Proceedings","ML: ML","","","","2006 (September 2006)","2009 (August 2009)","http://dl.acm.org/proceedings/ml/","http://dl.acm.org/proceedings/ml/archive/"
"Conference Proceedings","MLG: Mining and Learning with Graphs","","","","2010 (July 2010)","2010 (July 2010)","http://dl.acm.org/proceedings/mlg/","http://dl.acm.org/proceedings/mlg/archive/"
"Conference Proceedings","MLPA: Modules and Libraries for Proof Assistants","","","","2009 (August 2009)","2009 (August 2009)","http://dl.acm.org/proceedings/mlpa/","http://dl.acm.org/proceedings/mlpa/archive/"
"Conference Proceedings","MMDB: Multimedia Databases","","","","2003 (November 2003)","2004 (November 2004)","http://dl.acm.org/proceedings/mmdb/","http://dl.acm.org/proceedings/mmdb/archive/"
"Conference Proceedings","MML: Machine Learning and Music","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/mml/","http://dl.acm.org/proceedings/mml/archive/"
"Conference Proceedings","MMSys: Multimedia Systems","","","","2010 (February 2010)","2018 (June 2018)","http://dl.acm.org/proceedings/mmsys/","http://dl.acm.org/proceedings/mmsys/archive/"
"Conference Proceedings","MNCNA: Middleware for Next-Generation Converged Networks and Applications","","","","2007 (November 2007)","2007 (November 2007)","http://dl.acm.org/proceedings/mncna/","http://dl.acm.org/proceedings/mncna/archive/"
"Conference Proceedings","MOBILWARE: Mobile Wireless Middleware, Operating Systems, and Applications","","","","2007 (February 2008)","2007 (February 2008)","http://dl.acm.org/proceedings/mobilware/","http://dl.acm.org/proceedings/mobilware/archive/"
"Conference Proceedings","MOCR: Multilingual OCR","","","","2009 (July 2009)","2013 (August 2013)","http://dl.acm.org/proceedings/mocr/","http://dl.acm.org/proceedings/mocr/archive/"
"Conference Proceedings","MODDM: Model Driven Development for Middleware","","","","2006 (November 2006)","2006 (November 2006)","http://dl.acm.org/proceedings/moddm/","http://dl.acm.org/proceedings/moddm/archive/"
"Conference Proceedings","MODULARITY: Modularity ","","","","2002 (April 2002)","2016 (March 2016)","http://dl.acm.org/proceedings/aosd/","http://dl.acm.org/proceedings/aosd/archive/"
"Conference Proceedings","MOMPES: Model-Based Methodologies for Pervasive and Embedded Software","","","","2010 (September 2010)","2010 (September 2010)","http://dl.acm.org/proceedings/mompes/","http://dl.acm.org/proceedings/mompes/archive/"
"Conference Proceedings","MPAC: Middleware for Pervasive and Ad-Hoc Computing","","","","2004 (October 2004)","2008 (December 2008)","http://dl.acm.org/proceedings/mpac/","http://dl.acm.org/proceedings/mpac/archive/"
"Conference Proceedings","MPEC: Models and Processes for the Evaluation of Off-the-Shelf Components","","","","2005 (May 2005)","2005 (May 2005)","http://dl.acm.org/proceedings/mpec/","http://dl.acm.org/proceedings/mpec/archive/"
"Conference Proceedings","MPVA: Multimodal Pervasive Video Analysis","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/mpva/","http://dl.acm.org/proceedings/mpva/archive/"
"Conference Proceedings","MRDM: Multi-Relational Mining","","","","2005 (August 2005)","2005 (August 2005)","http://dl.acm.org/proceedings/mrdm/","http://dl.acm.org/proceedings/mrdm/archive/"
"Conference Proceedings","MS: Multimedia Semantics","","","","2007 (September 2007)","2008 (October 2008)","http://dl.acm.org/proceedings/ms/","http://dl.acm.org/proceedings/ms/archive/"
"Conference Proceedings","MSC: Multimedia Service Composition","","","","2005 (November 2005)","2005 (November 2005)","http://dl.acm.org/proceedings/msc/","http://dl.acm.org/proceedings/msc/archive/"
"Conference Proceedings","MSFP: Mathematically Structured Functional Programming","","","","2010 (September 2010)","2010 (September 2010)","http://dl.acm.org/proceedings/msfp/","http://dl.acm.org/proceedings/msfp/archive/"
"Conference Proceedings","MSIADU: Media Studies and Implementations that Help Improving Access to Disabled Users","","","","2009 (October 2009)","2009 (October 2009)","http://dl.acm.org/proceedings/msiadu/","http://dl.acm.org/proceedings/msiadu/archive/"
"Conference Proceedings","MSM: Modeling Social Media","","","","2010 (June 2010)","2017 (April 2017)","http://dl.acm.org/proceedings/msm/","http://dl.acm.org/proceedings/msm/archive/"
"Conference Proceedings","MSPC: Memory System Performance and Correctness","","","","2002 (June 2002)","2014 (June 2014)","http://dl.acm.org/proceedings/mspc/","http://dl.acm.org/proceedings/mspc/archive/"
"Conference Proceedings","MSR: Mining Software Repositories","","","","2005 (May 2005)","2018 (May 2018)","http://dl.acm.org/proceedings/msr/","http://dl.acm.org/proceedings/msr/archive/"
"Conference Proceedings","MSWiM: Modeling, Analysis and Simulation of Wireless and Mobile Systems","","","","1999 (August 1999)","2018 (October 2018)","http://dl.acm.org/proceedings/mswim/","http://dl.acm.org/proceedings/mswim/archive/"
"Conference Proceedings","MTAGS: Many-Task Computing on Grids and Supercomputers","","","","2009 (November 2009)","2016 (November 2016)","http://dl.acm.org/proceedings/mtags/","http://dl.acm.org/proceedings/mtags/archive/"
"Conference Proceedings","MTDL: Multimedia Technologies for Distance Learning","","","","2009 (October 2009)","2011 (December 2011)","http://dl.acm.org/proceedings/mtdl/","http://dl.acm.org/proceedings/mtdl/archive/"
"Conference Proceedings","MUCS: Managing Ubiquitous Communications and Services","","","","2009 (June 2009)","2009 (June 2009)","http://dl.acm.org/proceedings/mucs/","http://dl.acm.org/proceedings/mucs/archive/"
"Conference Proceedings","MULTIMEDIA: Multimedia","","","","1993 (September 1993)","2018 (October 2018)","http://dl.acm.org/proceedings/multimedia/","http://dl.acm.org/proceedings/multimedia/archive/"
"Conference Proceedings","MUM: Mobile and Ubiquitous Multimedia","","","","2004 (October 2004)","2018 (November 2018)","http://dl.acm.org/proceedings/mum/","http://dl.acm.org/proceedings/mum/archive/"
"Conference Proceedings","MV: Mobile Video","","","","2007 (September 2007)","2007 (September 2007)","http://dl.acm.org/proceedings/mv/","http://dl.acm.org/proceedings/mv/archive/"
"Conference Proceedings","MW: Multimedia Middleware","","","","2001 (October 2001)","2012 (September 2012)","http://dl.acm.org/proceedings/mw/","http://dl.acm.org/proceedings/mw/archive/"
"Conference Proceedings","MWSOC: Middleware for Service Oriented Computing","","","","2006 (November 2006)","2011 (December 2011)","http://dl.acm.org/proceedings/mwsoc/","http://dl.acm.org/proceedings/mwsoc/archive/"
"Conference Proceedings","MetriSec: Security Measurements and Metrics","","","","2010 (September 2010)","2012 (September 2012)","http://dl.acm.org/proceedings/metrisec/","http://dl.acm.org/proceedings/metrisec/archive/"
"Conference Proceedings","MiFor: Multimedia in Forensics","","","","2009 (October 2009)","2011 (November 2011)","http://dl.acm.org/proceedings/mifor/","http://dl.acm.org/proceedings/mifor/archive/"
"Conference Proceedings","MiNEMA: Middleware for Network Eccentric and Mobile Applications","","","","2008 (April 2008)","2008 (April 2008)","http://dl.acm.org/proceedings/minema/","http://dl.acm.org/proceedings/minema/archive/"
"Conference Proceedings","MiSE: Models in Software Engineering","","","","2007 (May 2007)","2018 (May 2018)","http://dl.acm.org/proceedings/mise/","http://dl.acm.org/proceedings/mise/archive/"
"Conference Proceedings","MidSec: Middleware Security","","","","2008 (December 2008)","2008 (December 2008)","http://dl.acm.org/proceedings/midsec/","http://dl.acm.org/proceedings/midsec/archive/"
"Conference Proceedings","MidSens: Middleware Tools, Services and Run-Time Support for Sensor Networks","","","","2006 (November 2006)","2012 (December 2012)","http://dl.acm.org/proceedings/midsens/","http://dl.acm.org/proceedings/midsens/archive/"
"Conference Proceedings","Middleware Industrial Track: Middleware Industrial Track","","","","2010 (November 2010)","2016 (December 2016)","http://dl.acm.org/proceedings/middlewareindustrialtrack/","http://dl.acm.org/proceedings/middlewareindustrialtrack/archive/"
"Conference Proceedings","Middleware: Middleware","","","","2000 (April 2000)","2018 (December 2018)","http://dl.acm.org/proceedings/middleware/","http://dl.acm.org/proceedings/middleware/archive/"
"Conference Proceedings","MindTrek: Mind Trek","","","","2008 (October 2008)","2018 (October 2018)","http://dl.acm.org/proceedings/mindtrek/","http://dl.acm.org/proceedings/mindtrek/archive/"
"Conference Proceedings","MineNet: Mining Network Data","","","","2005 (August 2005)","2007 (June 2007)","http://dl.acm.org/proceedings/minenet/","http://dl.acm.org/proceedings/minenet/archive/"
"Conference Proceedings","MoDELS: Models in software engineering","","","","2005 (October 2005)","2018 (October 2018)","http://dl.acm.org/proceedings/models/","http://dl.acm.org/proceedings/models/archive/"
"Conference Proceedings","MoDeVVa: Model-Driven Engineering, Verification and Validation","","","","2009 (October 2009)","2012 (October 2012)","http://dl.acm.org/proceedings/modevva/","http://dl.acm.org/proceedings/modevva/archive/"
"Conference Proceedings","MoMM: Mobile Computing and Multimedia","","","","2008 (November 2008)","2018 (November 2018)","http://dl.acm.org/proceedings/momm/","http://dl.acm.org/proceedings/momm/archive/"
"Conference Proceedings","MoMeTools: Models, Methods and Tools for Reproducible Network Research","","","","2003 (August 2003)","2003 (August 2003)","http://dl.acm.org/proceedings/mometools/","http://dl.acm.org/proceedings/mometools/archive/"
"Conference Proceedings","MoSE+DQS: Model Driven Service Engineering and Data Quality and Security","","","","2009 (November 2009)","2009 (November 2009)","http://dl.acm.org/proceedings/mose+dqs/","http://dl.acm.org/proceedings/mose+dqs/archive/"
"Conference Proceedings","MoViD: Mobile Video Delivery","","","","2010 (October 2010)","2016 (May 2016)","http://dl.acm.org/proceedings/movid/","http://dl.acm.org/proceedings/movid/archive/"
"Conference Proceedings","MobConQoE: Mobile Content Quality of Experience","","","","2007 (August 2007)","2007 (August 2007)","http://dl.acm.org/proceedings/mobconqoe/","http://dl.acm.org/proceedings/mobconqoe/archive/"
"Conference Proceedings","MobMid: Mobile Middleware","","","","2008 (December 2008)","2008 (December 2008)","http://dl.acm.org/proceedings/mobmid/","http://dl.acm.org/proceedings/mobmid/archive/"
"Conference Proceedings","MobiArch: Mobility in the Evolving Internet Architecture","","","","2006 (December 2006)","2017 (August 2017)","http://dl.acm.org/proceedings/mobiarch/","http://dl.acm.org/proceedings/mobiarch/archive/"
"Conference Proceedings","MobiCom: Mobile Computing","","","","1995 (December 1995)","2018 (October 2018)","http://dl.acm.org/proceedings/mobicom/","http://dl.acm.org/proceedings/mobicom/archive/"
"Conference Proceedings","MobiDE: Data Engineering for Wireless and Mobile Access","","","","1999 (August 1999)","2013 (June 2013)","http://dl.acm.org/proceedings/mobide/","http://dl.acm.org/proceedings/mobide/archive/"
